row,title,author,publisher,year,language,source,file
1852,Menegakkan Jasa,,,1975,"[""Chinese"", ""Malay""]",placeholder,covers/1975_Menegakkan_Jasa_PLACEHOLDER.jpg
1853,Menyenandongkan Sajak Ketua Mao,,,1975,"[""Chinese"", ""Malay""]",placeholder,covers/1975_Menyenandongkan_Sajak_Ketua_Mao_PLACEHOLDER.jpg
1854,Gunong Tahan Tinggi Menawan,,,1975,"[""Chinese"", ""Malay""]",placeholder,covers/1975_Gunong_Tahan_Tinggi_Menawan_PLACEHOLDER.jpg
1855,Kiriman Kepada Rakan Seperjuangan Yang Karib,,,1975,"[""Chinese"", ""Malay""]",placeholder,covers/1975_Kiriman_Kepada_Rakan_Seperjuangan_Yang_Karib_PLACEHOLDER.jpg
1856,Merindukan Kawan Seperjuangan Karib,,,1975,"[""Chinese"", ""Malay""]",placeholder,covers/1975_Merindukan_Kawan_Seperjuangan_Karib_PLACEHOLDER.jpg
1857,Bersorak Pembukaan Sekolah Parti,,,1975,"[""Chinese"", ""Malay""]",placeholder,covers/1975_Bersorak_Pembukaan_Sekolah_Parti_PLACEHOLDER.jpg
1858,Memuji Kemenangan Besar Tahun Baru Vietnam,,,1975,"[""Chinese"", ""Malay""]",placeholder,covers/1975_Memuji_Kemenangan_Besar_Tahun_Baru_Vietnam_PLACEHOLDER.jpg
1859,Memuja Ulang Tahun Ke 100 Keputeraan Guru Agung Lenin,,,1975,"[""Chinese"", ""Malay""]",placeholder,covers/1975_Memuja_Ulang_Tahun_Ke_100_Keputeraan_Guru_Agung_Lenin_PLACEHOLDER.jpg
1860,Malam Hari Raya,,,1975,"[""Chinese"", ""Malay""]",placeholder,covers/1975_Malam_Hari_Raya_PLACEHOLDER.jpg
1861,Kanak-Kanak Barisan Pembebasan,,,1975,"[""Chinese"", ""Malay""]",placeholder,covers/1975_Kanak-Kanak_Barisan_Pembebasan_PLACEHOLDER.jpg
1862,Build The Pki Along The Marxist-Leninist To Lead The People's Democratic Revolution In Indonesia,,The Delegation Of The Cc Pki,1975,"[""English""]",placeholder,covers/1975_Build_The_Pki_Along_The_Marxist-Leninist_To_Lead_The_People's_Democratic_Revolution_In_Indonesia_PLACEHOLDER.jpg
1863,The Murderous Riots,Ng Meng Sun,,1975,"[""English""]",placeholder,covers/1975_The_Murderous_Riots_PLACEHOLDER.jpg
1864,Marakkan Perjuangan (Lencana),,,1975,"[""Malay""]",placeholder,covers/1975_Marakkan_Perjuangan_(Lencana)_PLACEHOLDER.jpg
1865,Tasik Utara (Lencana),,,1975,"[""Malay""]",placeholder,covers/1975_Tasik_Utara_(Lencana)_PLACEHOLDER.jpg
1866,New Thought,,New Thought Publication Sosiety,1975,"[""Chinese"", ""English""]",placeholder,covers/1975_New_Thought_PLACEHOLDER.jpg
1867,Crystalloid - Tube - Regulator Circuit,Shanghai Amateur Industrial University,Scientific Publishing Society,1975,"[""Chinese""]",placeholder,covers/1975_Crystalloid_-_Tube_-_Regulator_Circuit_PLACEHOLDER.jpg
1868,Knowledge Of Modern Chinese History,Wong Jin-Hwa,Hong Kong Chow Yang Publishing Society,1975,"[""Chinese""]",placeholder,covers/1975_Knowledge_Of_Modern_Chinese_History_PLACEHOLDER.jpg
1869,Economic Reporter,,Economic Information And Agency,1975,"[""Chinese""]",placeholder,covers/1975_Economic_Reporter_PLACEHOLDER.jpg
1870,Song Of Life,Yao Hka-Nan,People Literary Publishing Agency,1975,"[""Chinese""]",placeholder,covers/1975_Song_Of_Life_PLACEHOLDER.jpg
1871,Red Sun In The Hearts Of The Sah Yee People,,,1975,"[""Chinese""]",placeholder,covers/1975_Red_Sun_In_The_Hearts_Of_The_Sah_Yee_People_PLACEHOLDER.jpg
1872,The Great Peking,,,1975,"[""Chinese""]",placeholder,covers/1975_The_Great_Peking_PLACEHOLDER.jpg
1873,Ah Wah People Sing New Song,,,1975,"[""Chinese""]",placeholder,covers/1975_Ah_Wah_People_Sing_New_Song_PLACEHOLDER.jpg
1874,Singing Never Ends In Chang Mountain,,,1975,"[""Chinese""]",placeholder,covers/1975_Singing_Never_Ends_In_Chang_Mountain_PLACEHOLDER.jpg
1875,Red Sun Shines Over Border,,,1975,"[""Chinese""]",placeholder,covers/1975_Red_Sun_Shines_Over_Border_PLACEHOLDER.jpg
1876,Hong Kong Workers,,Hong Kong Kowloon United Workers Union Propaganda And Education Comittee,1975,"[""Chinese""]",placeholder,covers/1975_Hong_Kong_Workers_PLACEHOLDER.jpg
1877,Book At A Glance,,The Seventies Publishing Co.,1975,,placeholder,covers/1975_Book_At_A_Glance_PLACEHOLDER.jpg
1878,Artist Magazine,,Artist Publishing Society,1975,"[""Chinese""]",placeholder,covers/1975_Artist_Magazine_PLACEHOLDER.jpg
1879,Express Newsletter,"Chinese Society, University Of Singapore",,1975,"[""Chinese""]",placeholder,covers/1975_Express_Newsletter_PLACEHOLDER.jpg
1880,Causeway (Newspaper),,Auckland Malaysian & Singapore Students,1975,"[""English""]",placeholder,covers/1975_Causeway_(Newspaper)_PLACEHOLDER.jpg
1881,The China Monthly,,The China Monthly,1975,"[""Chinese""]",placeholder,covers/1975_The_China_Monthly_PLACEHOLDER.jpg
1882,The Last Two Million Years,,"The Reader's Digest Association, London",1975,"[""English""]",open_library,covers/1975_The_Last_Two_Million_Years.jpg
1883,Perasaan Senyap,Loh Sin Kwei,Blue Sky Book Shop,1975,"[""Chinese""]",placeholder,covers/1975_Perasaan_Senyap_PLACEHOLDER.jpg
1884,* Cinema,,Warner House,1975,"[""English""]",placeholder,covers/1975_Cinema_PLACEHOLDER.jpg
1885,Solidarity,,,1975,"[""English""]",placeholder,covers/1975_Solidarity_PLACEHOLDER.jpg
1886,Female Forum,,Forum International Ltd.,1975,"[""English""]",placeholder,covers/1975_Female_Forum_PLACEHOLDER.jpg
1887,* Penthouse Forum,,Forum International Ltd.,1975,"[""English""]",placeholder,covers/1975_Penthouse_Forum_PLACEHOLDER.jpg
1888,* Continental Film Review,,Eurap Publishing Co.,1975,"[""English""]",placeholder,covers/1975_Continental_Film_Review_PLACEHOLDER.jpg
1889,"** Suratan Dalam Bahasa Kebangsaan Yang Bertajuk ""Pilihanraya Cara Parti-Parti Kanan Sejak 1955",,,1975,"[""Malay""]",placeholder,covers/1975_Suratan_Dalam_Bahasa_Kebangsaan_Yang_Bertajuk_Pilihanraya_Cara_Parti-Parti_Kanan_Sejak_1955_PLACEHOLDER.jpg
1890,In This World- Gorky's Story Part Ii,,People's Art Publishing Society,1975,"[""Chinese""]",placeholder,covers/1975_In_This_World-_Gorky's_Story_Part_Ii_PLACEHOLDER.jpg
1891,The Invisible Secret Weapon Of Mao Tze-Tung: The People's Militia Of China,,,1975,"[""Chinese""]",placeholder,covers/1975_The_Invisible_Secret_Weapon_Of_Mao_Tze-Tung_The_People's_Militia_Of_China_PLACEHOLDER.jpg
1892,*China Pictorial No. 1/1975,,China Pictorial,1975,"[""Chinese""]",placeholder,covers/1975_China_Pictorial_No._1_1975_PLACEHOLDER.jpg
1893,* China Pictorial No.2 / 1975,,China Pictorial,1975,"[""Chinese""]",placeholder,covers/1975_China_Pictorial_No.2_1975_PLACEHOLDER.jpg
1894,* China Pictorial No.6 / 1975,,China Pictorial,1975,"[""Chinese""]",placeholder,covers/1975_China_Pictorial_No.6_1975_PLACEHOLDER.jpg
1895,Lagu Merdu Untuk Parti Jaya (The Words And Music Of This Sung),,,1975,"[""Malay""]",placeholder,covers/1975_Lagu_Merdu_Untuk_Parti_Jaya_(The_Words_And_Music_Of_This_Sung)_PLACEHOLDER.jpg
1896,** Pkm Bintang Merah Bercahaya (The Words And Music Of This Song),,,1975,"[""Malay""]",placeholder,covers/1975_Pkm_Bintang_Merah_Bercahaya_(The_Words_And_Music_Of_This_Song)_PLACEHOLDER.jpg
1897,Funny Half Hour,,Top Sellers Ltd,1975,"[""English""]",placeholder,covers/1975_Funny_Half_Hour_PLACEHOLDER.jpg
1898,* Private,,Roafield Ltd.,1975,"[""English""]",placeholder,covers/1975_Private_PLACEHOLDER.jpg
1899,* Private Girl,,Roafield Ltd.,1975,"[""English""]",placeholder,covers/1975_Private_Girl_PLACEHOLDER.jpg
1900,* International Man,,"Revolt, Michael Holm, F=Geurt Stall,",1975,"[""English""]",placeholder,covers/1975_International_Man_PLACEHOLDER.jpg
1901,Male Erotic Zones,,Regency Publishing Co.,1975,"[""English""]",placeholder,covers/1975_Male_Erotic_Zones_PLACEHOLDER.jpg
1902,* Playgirl,,Playgirl Inc.,1975,"[""English""]",placeholder,covers/1975_Playgirl_PLACEHOLDER.jpg
1903,*Oui,,Playboy Publications Inc.,1975,"[""English""]",placeholder,covers/1975_Oui_PLACEHOLDER.jpg
1904,"* Playboy Past, Present, Future",,Playboy Publications Inc.,1975,"[""English""]",placeholder,"covers/1975_Playboy_Past,_Present,_Future_PLACEHOLDER.jpg"
1905,Bondage,,Ben's Books Ltd,1975,"[""English""]",placeholder,covers/1975_Bondage_PLACEHOLDER.jpg
1906,* Adult Cinema,,Alan Town Publications Ltd,1975,"[""English""]",placeholder,covers/1975_Adult_Cinema_PLACEHOLDER.jpg
1907,** Badan Pengamal Rasuah Siri Kedua,,,1975,"[""Malay""]",placeholder,covers/1975_Badan_Pengamal_Rasuah_Siri_Kedua_PLACEHOLDER.jpg
1908,** Harta Timbalan Menteri (Purported To Have Been Written By Kumpulan Anti Rasuah Negara (Karan),,,1975,"[""Malay""]",placeholder,covers/1975_Harta_Timbalan_Menteri_(Purported_To_Have_Been_Written_By_Kumpulan_Anti_Rasuah_Negara_(Karan)_PLACEHOLDER.jpg
1909,"** A Document The Text Where Of Commences With The Words ""Kami Sekumpulan Rakyat Malaysia""Dated 2Nd Sept 1975, Printed In Bahasa M'sia With Certified Copies Of Five Extracts Of Title From The Land Re",,,1975,"[""Malay""]",placeholder,covers/1975_A_Document_The_Text_Where_Of_Commences_With_The_Words_Kami_Sekumpulan_Rakyat_Malaysia_Dated_2Nd_Sept_PLACEHOLDER.jpg
1910,** Anak Tani Machang Sudah Jadi Jutawan Dated 2Nd Sept 1975 (Purported To Have Been Written By: Kumpulan Anti Rasuah Negara),,,1975,"[""Malay""]",placeholder,covers/1975_Anak_Tani_Machang_Sudah_Jadi_Jutawan_Dated_2Nd_Sept_1975_(Purported_To_Have_Been_Written_By_Kumpulan_PLACEHOLDER.jpg
1911,"** Para Pemimpin Dan Nasionalis Melayu Di Malaysia - ( A Letter Form Addressed To The Above Title) Dated 1St Oct 1975 (Purported To Have Been Written By: Angkatan Barisan Bertindak Melayu, Markas 1, 1",,,1975,"[""Malay""]",placeholder,covers/1975_Para_Pemimpin_Dan_Nasionalis_Melayu_Di_Malaysia_-_(_A_Letter_Form_Addressed_To_The_Above_Title)_Date_PLACEHOLDER.jpg
1912,"""Suara Rakyat"" Bil. 12 Tahun Pertama, Bertarikh 6Hb Disember, 1975",,Penerbitan Surat Sdn. Bhd.,1975,"[""Malay""]",placeholder,"covers/1975_Suara_Rakyat_Bil._12_Tahun_Pertama,_Bertarikh_6Hb_Disember,_1975_PLACEHOLDER.jpg"
1913,Along The Path Of Golden Light,,People's Art Publisher,1975,"[""Chinese""]",placeholder,covers/1975_Along_The_Path_Of_Golden_Light_PLACEHOLDER.jpg
1914,Malaya News Service,,Neil Mc Lein,1975,"[""English""]",placeholder,covers/1975_Malaya_News_Service_PLACEHOLDER.jpg
1915,"Suatu Suratan Bertajuk ""Untuk Bacaan Semua Orang Kaya Miskin Tua Muda"" Bertarikh 6Hb November 1975",Rakyat Jujur,,1975,"[""Malay""]",placeholder,covers/1975_Suatu_Suratan_Bertajuk_Untuk_Bacaan_Semua_Orang_Kaya_Miskin_Tua_Muda_Bertarikh_6Hb_November_1975_PLACEHOLDER.jpg
1916,Marshaf Al Harmain (Koran Yang Tidak Cukup Ayat-Ayatnya),,,1974,"[""Arabic""]",placeholder,covers/1974_Marshaf_Al_Harmain_(Koran_Yang_Tidak_Cukup_Ayat-Ayatnya)_PLACEHOLDER.jpg
1917,Man's Life,,Stanley Publications Inc.,1974,"[""English""]",placeholder,covers/1974_Man's_Life_PLACEHOLDER.jpg
1918,Dusky,,Rainbow Publications,1974,"[""English""]",placeholder,covers/1974_Dusky_PLACEHOLDER.jpg
1919,Trade Mark,,"Mecca,Canoga Park",1974,"[""English""]",placeholder,covers/1974_Trade_Mark_PLACEHOLDER.jpg
1920,It's Getting Harder All The Time,Troy Conway,Top Sellers Ltd.,1974,"[""English""]",placeholder,covers/1974_It's_Getting_Harder_All_The_Time_PLACEHOLDER.jpg
1921,Fotostrip,,Top Sellers Ltd,1974,"[""English""]",placeholder,covers/1974_Fotostrip_PLACEHOLDER.jpg
1922,Three Loose Woman,William Hegner,Pocket Books,1974,"[""English""]",placeholder,covers/1974_Three_Loose_Woman_PLACEHOLDER.jpg
1923,Adam Film World,,Knight Publishing Corperation,1974,"[""English""]",placeholder,covers/1974_Adam_Film_World_PLACEHOLDER.jpg
1924,Curious,,Kingsland Lott Publishing Co. Ltd,1974,"[""English""]",placeholder,covers/1974_Curious_PLACEHOLDER.jpg
1925,Femme Fatale,,House Of Milan Corp.,1974,"[""English""]",placeholder,covers/1974_Femme_Fatale_PLACEHOLDER.jpg
1926,Bondage Classics,,House Of Milan Corp.,1974,"[""English""]",placeholder,covers/1974_Bondage_Classics_PLACEHOLDER.jpg
1927,Aggressive Gals,,House Of Milan Corp.,1974,"[""English""]",placeholder,covers/1974_Aggressive_Gals_PLACEHOLDER.jpg
1928,Bound In Terror,,Hilbarth Inc.,1974,"[""English""]",placeholder,covers/1974_Bound_In_Terror_PLACEHOLDER.jpg
1929,Revenge Of The Wantons,,Hilbarth Inc.,1974,"[""English""]",placeholder,covers/1974_Revenge_Of_The_Wantons_PLACEHOLDER.jpg
1930,Finite Boundage,,Hilbarth Inc.,1974,"[""English""]",placeholder,covers/1974_Finite_Boundage_PLACEHOLDER.jpg
1931,Backstage Doll In Bondage,,Hilbarth Inc.,1974,"[""English""]",placeholder,covers/1974_Backstage_Doll_In_Bondage_PLACEHOLDER.jpg
1932,A Modelspet,Allan Rogers,Gloucestor Publishing Co,1974,"[""English""]",placeholder,covers/1974_A_Modelspet_PLACEHOLDER.jpg
1933,The Stray Wife,Alfred Gold,Gloucester Publishing Co.S,1974,"[""English""]",open_library,covers/1974_The_Stray_Wife.jpg
1934,Mother Daughter & Son,Craig Summers,Gloucester Publishing Co.,1974,"[""English""]",placeholder,covers/1974_Mother_Daughter_&_Son_PLACEHOLDER.jpg
1935,A Modalspet,Allan Rogers,Gloucester Publishing Co.,1974,"[""English""]",placeholder,covers/1974_A_Modalspet_PLACEHOLDER.jpg
1936,The Black-Mailed Teacher,James Kent,Gloucester Publishing Co.,1974,"[""English""]",placeholder,covers/1974_The_Black-Mailed_Teacher_PLACEHOLDER.jpg
1937,An Innocent In Paris,Sidney Warren,Gloucester Publishing Co.,1974,"[""English""]",placeholder,covers/1974_An_Innocent_In_Paris_PLACEHOLDER.jpg
1938,The Swinger,,"G&S Publications, Inc.",1974,"[""English""]",placeholder,covers/1974_The_Swinger_PLACEHOLDER.jpg
1939,Knave,,Fontessa Publication Ltd.,1974,"[""English""]",placeholder,covers/1974_Knave_PLACEHOLDER.jpg
1940,Mayfair,,Fisk Publishing Co.Ltd,1974,"[""English""]",placeholder,covers/1974_Mayfair_PLACEHOLDER.jpg
1941,Family Vengeance,,Eros Publishing Co. Ltd,1974,"[""English""]",placeholder,covers/1974_Family_Vengeance_PLACEHOLDER.jpg
1942,Fetish And Fantasy,,Eros Publishing Co. Ltd,1974,"[""English""]",placeholder,covers/1974_Fetish_And_Fantasy_PLACEHOLDER.jpg
1943,We All Need Someone,,Eros Publication Co.Inc.,1974,"[""English""]",placeholder,covers/1974_We_All_Need_Someone_PLACEHOLDER.jpg
1944,Scoring Dan Greenburg,,Dell Publishing Co. Inc.,1974,"[""English""]",placeholder,covers/1974_Scoring_Dan_Greenburg_PLACEHOLDER.jpg
1945,Blue Alice,Jackson Short,Dell Publishing Co. Inc.,1974,"[""English""]",placeholder,covers/1974_Blue_Alice_PLACEHOLDER.jpg
1946,A Stud Pack For The House Wife,Mark S. Wolin,Dansk Blue Books,1974,"[""English""]",placeholder,covers/1974_A_Stud_Pack_For_The_House_Wife_PLACEHOLDER.jpg
1947,New Chance,,Chance International Pub Ltd,1974,"[""English""]",placeholder,covers/1974_New_Chance_PLACEHOLDER.jpg
1948,Love In The Family,Lydia Wilkingson,"Brandon Books,",1974,"[""English""]",placeholder,covers/1974_Love_In_The_Family_PLACEHOLDER.jpg
1949,Adultery By Consent,Gerald Summers,"Brandon Books,",1974,"[""English""]",placeholder,covers/1974_Adultery_By_Consent_PLACEHOLDER.jpg
1950,My Big Sister's Sin : Me,Peter Kevin,Braclay House,1974,"[""English""]",placeholder,covers/1974_My_Big_Sister's_Sin_Me_PLACEHOLDER.jpg
1951,Ghetto Incest,Ward Fulton,Barclay House,1974,"[""English""]",placeholder,covers/1974_Ghetto_Incest_PLACEHOLDER.jpg
1952,Bachelor Girls,,American Art Enterprises Inc.,1974,"[""English""]",placeholder,covers/1974_Bachelor_Girls_PLACEHOLDER.jpg
1953,Lesbos-A Photo Book Of Lesbian Love,,Reverhaven Ltd.,1974,"[""English""]",placeholder,covers/1974_Lesbos-A_Photo_Book_Of_Lesbian_Love_PLACEHOLDER.jpg
1954,Girls Of The Month,,The Pretty Girl Publishing Co.,1974,"[""English""]",placeholder,covers/1974_Girls_Of_The_Month_PLACEHOLDER.jpg
1955,Pretty Girl,,The Pretty Girl Pub Co,1974,"[""English""]",placeholder,covers/1974_Pretty_Girl_PLACEHOLDER.jpg
1956,Edsel,Karl Shapiro,The New American Library Inc.,1974,"[""English""]",open_library,covers/1974_Edsel.jpg
1957,The Dirty Rotten Truth,,The New American Library Inc.,1974,"[""English""]",placeholder,covers/1974_The_Dirty_Rotten_Truth_PLACEHOLDER.jpg
1958,The Golden Girls,Sydney Box,Sphare Books Limited,1974,"[""English""]",placeholder,covers/1974_The_Golden_Girls_PLACEHOLDER.jpg
1959,Topper Spring Annual,,Rotop Inc.,1974,"[""English""]",placeholder,covers/1974_Topper_Spring_Annual_PLACEHOLDER.jpg
1960,Topper Summer Annual,,Rotop Inc.,1974,"[""English""]",placeholder,covers/1974_Topper_Summer_Annual_PLACEHOLDER.jpg
1961,Rogue Spring Annual,,Rotop Inc.,1974,"[""English""]",placeholder,covers/1974_Rogue_Spring_Annual_PLACEHOLDER.jpg
1962,Penthouse,,Penthouse Publications Ltd,1974,"[""English""]",placeholder,covers/1974_Penthouse_PLACEHOLDER.jpg
1963,Men Only,,Paul Raymond Publications Ltd,1974,"[""English""]",open_library,covers/1974_Men_Only.jpg
1964,Club International,,Paul Raymond Publications Ltd,1974,"[""English""]",placeholder,covers/1974_Club_International_PLACEHOLDER.jpg
1965,"I, Jan Cremer",R.E Wyngaard & Alexander Trocchi,Panther Books Ltd.,1974,"[""English""]",placeholder,"covers/1974_I,_Jan_Cremer_PLACEHOLDER.jpg"
1966,I Jan Cremer,R.E.Wyngaard & Alexander Trocchi,Panther Books Ltd,1974,"[""English""]",placeholder,covers/1974_I_Jan_Cremer_PLACEHOLDER.jpg
1967,Mistress Of Pain,Aldo Lucchesi,Lancer Books Inc.,1974,"[""English""]",placeholder,covers/1974_Mistress_Of_Pain_PLACEHOLDER.jpg
1968,Lady Mildfred's Memoirs,,Lancer Books Inc.,1974,"[""English""]",placeholder,covers/1974_Lady_Mildfred's_Memoirs_PLACEHOLDER.jpg
1969,Quadricycle,,,1973,"[""Chinese""]",placeholder,covers/1973_Quadricycle_PLACEHOLDER.jpg
1970,With Lips And Tongue,Marcus Van Heller,"Traveller's Companion,Inc",1973,"[""English""]",placeholder,covers/1973_With_Lips_And_Tongue_PLACEHOLDER.jpg
1971,The Love Makers,Marcus Van Heller,Traveller's Companion Inc.,1973,"[""English""]",placeholder,covers/1973_The_Love_Makers_PLACEHOLDER.jpg
1972,Willing Victim,Marcus Van Heller,Traveller's Companion Inc.,1973,"[""English""]",placeholder,covers/1973_Willing_Victim_PLACEHOLDER.jpg
1973,Ape,Marcus Van Heller,Ophelia Press Inc.,1973,"[""English""]",placeholder,covers/1973_Ape_PLACEHOLDER.jpg
1974,So Many Beds,Martin Henry,,1973,"[""English""]",placeholder,covers/1973_So_Many_Beds_PLACEHOLDER.jpg
1975,I Margo,,,1973,"[""English""]",placeholder,covers/1973_I_Margo_PLACEHOLDER.jpg
1976,King On Queen,F.W.Paul,Lancer Books Inc.,1973,"[""English""]",placeholder,covers/1973_King_On_Queen_PLACEHOLDER.jpg
1977,Love 2,Sven Holm,Grove Press Inc.,1973,"[""English""]",placeholder,covers/1973_Love_2_PLACEHOLDER.jpg
1978,Blue Cover Mystery Magazine,,The Universal Publisher,1973,"[""Chinese""]",placeholder,covers/1973_Blue_Cover_Mystery_Magazine_PLACEHOLDER.jpg
1979,Suara Msdr,,Chairman Of The Msdr's Chamber Moscow-Ussr,1973,"[""Malay""]",placeholder,covers/1973_Suara_Msdr_PLACEHOLDER.jpg
1980,Time,,"Time Inc,",1973,,placeholder,covers/1973_Time_PLACEHOLDER.jpg
1981,Cleverness Of Young Guide-Little Sentry Of Wufu Town (Part 1),,Youth Publishing Society,1973,"[""Chinese""]",placeholder,covers/1973_Cleverness_Of_Young_Guide-Little_Sentry_Of_Wufu_Town_(Part_1)_PLACEHOLDER.jpg
1982,Harassing The Enemies In A Battle In Front Of The Village-Little Sentry Of Wu Fu Town (Part Ii),,Youth Publishing Society,1973,"[""Chinese""]",placeholder,covers/1973_Harassing_The_Enemies_In_A_Battle_In_Front_Of_The_Village-Little_Sentry_Of_Wu_Fu_Town_(Part_Ii)_PLACEHOLDER.jpg
1983,The Road Taken Is A Correct One,Ha Wa,Wan Lee Cultural Enterprise,1973,"[""Chinese""]",placeholder,covers/1973_The_Road_Taken_Is_A_Correct_One_PLACEHOLDER.jpg
1984,Close Friendship,,People's Publishing Society Shanghai,1973,"[""Chinese""]",placeholder,covers/1973_Close_Friendship_PLACEHOLDER.jpg
1985,Little Soldier Cheong Ha,,People's Publishing Society Shanghai,1973,"[""Chinese""]",placeholder,covers/1973_Little_Soldier_Cheong_Ha_PLACEHOLDER.jpg
1986,"The Story Of A ""Croaching Tiger""",,People's Art Publishing Society,1973,"[""Chinese""]",placeholder,covers/1973_The_Story_Of_A_Croaching_Tiger_PLACEHOLDER.jpg
1987,Offering A Pot Of Tea,,People's Art Publishing Society,1973,"[""Chinese""]",placeholder,covers/1973_Offering_A_Pot_Of_Tea_PLACEHOLDER.jpg
1988,A Heap Of Ground-Nuts,,People's Art Publishing Society,1973,"[""Chinese""]",placeholder,covers/1973_A_Heap_Of_Ground-Nuts_PLACEHOLDER.jpg
1989,Fighting North And South,,People's Art Publishing Society,1973,"[""Chinese""]",placeholder,covers/1973_Fighting_North_And_South_PLACEHOLDER.jpg
1990,Kill The Enemy Bravely,,People's Art Publishing Society,1973,"[""Chinese""]",placeholder,covers/1973_Kill_The_Enemy_Bravely_PLACEHOLDER.jpg
1991,Childhood Gorky's Story Part 1,,People's Art Publishing Society,1973,"[""Chinese""]",placeholder,covers/1973_Childhood_Gorky's_Story_Part_1_PLACEHOLDER.jpg
1992,Rolls Of Drums At The Equator,Sung Hon,Khuan San Publishing Company,1973,"[""Chinese""]",placeholder,covers/1973_Rolls_Of_Drums_At_The_Equator_PLACEHOLDER.jpg
1993,The Fishing Villages Of Raging Flames,Sung Hon,Khuan San Publishing Company,1973,"[""Chinese""]",placeholder,covers/1973_The_Fishing_Villages_Of_Raging_Flames_PLACEHOLDER.jpg
1994,Chen Hsien Pao,,Barisan Sosialis Malaya,1973,"[""Chinese""]",placeholder,covers/1973_Chen_Hsien_Pao_PLACEHOLDER.jpg
1995,Pit Tuan,,Bahagian Penyusunan Penerbitan Bulanan Pit Tuan,1972,"[""Chinese""]",placeholder,covers/1972_Pit_Tuan_PLACEHOLDER.jpg
1996,Sadikit-Sabanyak Tinjauan Di-Negeri-Negeri China,,Ping Chen Publishing House,1972,"[""Chinese""]",placeholder,covers/1972_Sadikit-Sabanyak_Tinjauan_Di-Negeri-Negeri_China_PLACEHOLDER.jpg
1997,Selamat Tahun Baharu Suratan Ini Mulai Dengan Perkataan2,,Persatuan Bahasa Tionghua,1972,"[""Chinese""]",placeholder,covers/1972_Selamat_Tahun_Baharu_Suratan_Ini_Mulai_Dengan_Perkataan2_PLACEHOLDER.jpg
1998,Unfinished Molesting,Wen Chuin,,1972,"[""Chinese""]",placeholder,covers/1972_Unfinished_Molesting_PLACEHOLDER.jpg
1999,Temptation Of The Hot Spring,,,1972,"[""Chinese""]",placeholder,covers/1972_Temptation_Of_The_Hot_Spring_PLACEHOLDER.jpg
2000,Interview For Getting The Best Sexual Partner,Yung Yung,,1972,"[""Chinese""]",placeholder,covers/1972_Interview_For_Getting_The_Best_Sexual_Partner_PLACEHOLDER.jpg
2001,Armoured Car Of The Flesh War,,,1972,"[""Chinese""]",placeholder,covers/1972_Armoured_Car_Of_The_Flesh_War_PLACEHOLDER.jpg
2002,Blossom Flowers And The Full Moon,,,1972,"[""Chinese""]",placeholder,covers/1972_Blossom_Flowers_And_The_Full_Moon_PLACEHOLDER.jpg
2003,Blossom Spring Of The Fruit Plantation,Hsia Fei,Amusement Publishing Society,1972,"[""Chinese""]",placeholder,covers/1972_Blossom_Spring_Of_The_Fruit_Plantation_PLACEHOLDER.jpg
2004,Sexual History Of The Various Countries,Hsia Fei,Amusement Publishing Society,1972,"[""Chinese""]",placeholder,covers/1972_Sexual_History_Of_The_Various_Countries_PLACEHOLDER.jpg
2005,Key Hole Peeping Tom,Hsia Fei,Amusement Publishing Society,1972,"[""Chinese""]",placeholder,covers/1972_Key_Hole_Peeping_Tom_PLACEHOLDER.jpg
2006,Selangor Persatuan Murid2 Tua Sekolah Kampong Baharu Serdang Perayaan Ulang Tahun Kedua Persatuan Malam Irama 1971,,Selangor Persatuan Murid2 Tua Sekolah Kampung Baharu Serdang,1972,"[""Chinese""]",placeholder,covers/1972_Selangor_Persatuan_Murid2_Tua_Sekolah_Kampong_Baharu_Serdang_Perayaan_Ulang_Tahun_Kedua_Persatuan_Ma_PLACEHOLDER.jpg
2007,High School Hotbed,Jan Cheux,,1972,"[""English""]",placeholder,covers/1972_High_School_Hotbed_PLACEHOLDER.jpg
2008,Bang Man,Phil Powers,,1972,"[""English""]",placeholder,covers/1972_Bang_Man_PLACEHOLDER.jpg
2009,Girl Gone Down,William,,1972,"[""English""]",placeholder,covers/1972_Girl_Gone_Down_PLACEHOLDER.jpg
2010,Swap Street,Robert H. Sheldon,,1972,"[""English""]",placeholder,covers/1972_Swap_Street_PLACEHOLDER.jpg
2011,Honeymoon Hotel,Michael Jaeggers,Liverpool Library Press,1972,"[""English""]",placeholder,covers/1972_Honeymoon_Hotel_PLACEHOLDER.jpg
2012,The Reluctant Couple,Grant Roberts,Liverpool Library Press,1972,"[""English""]",placeholder,covers/1972_The_Reluctant_Couple_PLACEHOLDER.jpg
2013,Suratan2 Dalam Bahasa China Yang Mengandongi Perkataan2 Dan Muzik Dalam Lagu2 Yang Tajok2Nya Ia-Lah: (Terdapat Sebanyak 13 Tajuk),,,1972,"[""Chinese""]",placeholder,covers/1972_Suratan2_Dalam_Bahasa_China_Yang_Mengandongi_Perkataan2_Dan_Muzik_Dalam_Lagu2_Yang_Tajok2Nya_Ia-Lah_PLACEHOLDER.jpg
2014,Kehuruharaan Sayap- Kiri Yang Mentah Dalam Pergerakan Komunis,Lenin,Biro Penerbitan Penerangan Moscow,1972,"[""Chinese""]",placeholder,covers/1972_Kehuruharaan_Sayap-_Kiri_Yang_Mentah_Dalam_Pergerakan_Komunis_PLACEHOLDER.jpg
